x,y
"sodom,",-100
"souse,",-100
"soused,",-100
"sperm,",-100
"spic,",-100
"spick,",-100
"spik,",-100
"spiks,",-100
"spooge,",-100
"spunk,",-100
"steamy,",-100
"stfu,",-100
"stiffy,",-100
"stoned,",-100
"strip,",-100
"stroke,",-100
"stupid,",-100
"suck,",-100
"sucked,",-100
"sucking,",-100
"sumofabiatch,",-100
"t1t,",-100
"tampon,",-100
"tard,",-100
"tawdry,",-100
"teabagging,",-100
"teat,",-100
"terd,",-100
"teste,",-100
"testee,",-100
"testes,",-100
"testicle,",-100
"testis,",-100
"thrust,",-100
"thug,",-100
"tinkle,",-100
"tit,",-100
"titfuck,",-100
"titi,",-100
"tits,",-100
"tittiefucker,",-100
"titties,",-100
"titty,",-100
"tittyfuck,",-100
"tittyfucker,",-100
"toke,",-100
"toots,",-100
"tramp,",-100
"transsexual,",-100
"trashy,",-100
"tubgirl,",-100
"turd,",-100
"tush,",-100
"twat,",-100
"twats,",-100
"ugly,",-100
"undies,",-100
"unwed,",-100
"urinal,",-100
"urine,",-100
"uterus,",-100
"uzi,",-100
"vag,",-100
"vagina,",-100
"valium,",-100
"viagra,",-100
"virgin,",-100
"vixen,",-100
"vodka,",-100
"vomit,",-100
"voyeur,",-100
"vulgar,",-100
"vulva,",-100
"wad,",-100
"wang,",-100
"wank,",-100
"wanker,",-100
"wazoo,",-100
"wedgie,",-100
"weed,",-100
"weenie,",-100
"weewee,",-100
"weiner,",-100
"weirdo,",-100
"wench,",-100
"wetback,",-100
"wh0re,",-100
"wh0reface,",-100
"whitey,",-100
"whiz,",-100
"whoralicious,",-100
"whore,",-100
"whorealicious,",-100
"whored,",-100
"whoreface,",-100
"whorehopper,",-100
"whorehouse,",-100
"whores,",-100
"whoring,",-100
"wigger,",-100
"womb,",-100
"woody,",-100
"wop,",-100
"wtf,",-100
"x-rated,",-100
"xxx,",-100
"yeasty,",-100
"yobbo,",-100
zoophile,-100
