x,y
duche,-100
dyke,-100
eat a dick   ,-100
eat hair pie   ,-100
ejaculate,-100
ejaculated,-100
ejaculates ,-100
ejaculating ,-100
ejaculatings,-100
ejaculation,-100
ejakulate,-100
erotic,-100
f u c k,-100
f u c k e r,-100
f_u_c_k,-100
f4nny,-100
facial   ,-100
fag,-100
fagging,-100
faggitt,-100
faggot,-100
faggs,-100
fagot,-100
fagots,-100
fags,-100
fanny,-100
fannyflaps,-100
fannyfucker,-100
fanyy,-100
fatass,-100
fcuk,-100
fcuker,-100
fcuking,-100
feck,-100
fecker,-100
felching,-100
fellate,-100
fellatio,-100
fingerfuck ,-100
fingerfucked ,-100
fingerfucker ,-100
fingerfuckers,-100
fingerfucking ,-100
fingerfucks ,-100
fist fuck   ,-100
fistfuck,-100
fistfucked ,-100
fistfucker ,-100
fistfuckers ,-100
fistfucking ,-100
fistfuckings ,-100
fistfucks ,-100
flange,-100
flog the log   ,-100
fook,-100
fooker,-100
fuck hole   ,-100
fuck puppet   ,-100
fuck trophy   ,-100
fuck yo mama   ,-100
fuck   ,-100
fucka,-100
fuck-ass   ,-100
fuck-bitch   ,-100
fucked,-100
fucker,-100
fuckers,-100
fuckhead,-100
fuckheads,-100
fuckin,-100
fucking,-100
fuckings,-100
fuckingshitmotherfucker,-100
fuckme ,-100
fuckmeat   ,-100
fucks,-100
fucktoy   ,-100
fuckwhit,-100
fuckwit,-100
fudge packer,-100
fudgepacker,-100
fuk,-100
fuker,-100
fukker,-100
fukkin,-100
fuks,-100
fukwhit,-100
fukwit,-100
fux,-100
fux0r,-100
gangbang,-100
gangbang   ,-100
gang-bang   ,-100
gangbanged ,-100
gangbangs ,-100
gassy ass   ,-100
gaylord,-100
gaysex,-100
goatse,-100
god,-100
god damn,-100
god-dam,-100
goddamn,-100
goddamned,-100
god-damned,-100
ham flap   ,-100
hardcoresex ,-100
hell,-100
heshe,-100
hoar,-100
hoare,-100
hoer,-100
homo,-100
homoerotic,-100
hore,-100
horniest,-100
horny,-100
hotsex,-100
how to kill,-100
how to murdep,-100
jackoff,-100
jack-off ,-100
jap,-100
jerk,-100
jerk-off ,-100
jism,-100
jiz ,-100
jizm ,-100
jizz,-100
kawk,-100
kinky Jesus   ,-100
knob,-100
knob end,-100
knobead,-100
knobed,-100
knobend,-100
knobend,-100
knobhead,-100
knobjocky,-100
knobjokey,-100
kock,-100
kondum,-100
kondums,-100
kum,-100
kummer,-100
kumming,-100
kums,-100
kunilingus,-100
kwif   ,-100
l3i+ch,-100
l3itch,-100
labia,-100
LEN,-100
lmao,-100
lmfao,-100
lmfao,-100
lust,-100
lusting,-100
m0f0,-100
m0fo,-100
m45terbate,-100
ma5terb8,-100
ma5terbate,-100
mafugly   ,-100
masochist,-100
masterb8,-100
masterbat*,-100
masterbat3,-100
masterbate,-100
master-bate,-100
masterbation,-100
masterbations,-100
masturbate,-100
mof0,-100
mofo,-100
mo-fo,-100
mothafuck,-100
mothafucka,-100
mothafuckas,-100
mothafuckaz,-100
mothafucked ,-100
mothafucker,-100
mothafuckers,-100
mothafuckin,-100
mothafucking ,-100
mothafuckings,-100
mothafucks,-100
mother fucker,-100
mother fucker   ,-100
motherfuck,-100
motherfucked,-100
motherfucker,-100
motherfuckers,-100
motherfuckin,-100
motherfucking,-100
motherfuckings,-100
motherfuckka,-100
motherfucks,-100
muff,-100
muff puff   ,-100
mutha,-100
muthafecker,-100
muthafuckker,-100
muther,-100
mutherfucker,-100
n1gga,-100
n1gger,-100
nazi,-100
need the dick   ,-100
nigg3r,-100
nigg4h,-100
nigga,-100
niggah,-100
niggas,-100
niggaz,-100
nigger,-100
niggers ,-100
nob,-100
nob jokey,-100
nobhead,-100
nobjocky,-100
nobjokey,-100
numbnuts,-100
nut butter   ,-100
nutsack,-100
omg,-100
orgasim ,-100
orgasims ,-100
orgasm,-100
orgasms ,-100
p0rn,-100
pawn,-100
pecker,-100
penis,-100
penisfucker,-100
phonesex,-100
phuck,-100
phuk,-100
phuked,-100
phuking,-100
phukked,-100
phukking,-100
phuks,-100
phuq,-100
pigfucker,-100
pimpis,-100
piss,-100
pissed,-100
pisser,-100
pissers,-100
pisses ,-100
pissflaps,-100
pissin ,-100
pissing,-100
pissoff ,-100
poop,-100
porn,-100
porno,-100
pornography,-100
pornos,-100
prick,-100
pricks ,-100
pron,-100
pube,-100
pusse,-100
pussi,-100
pussies,-100
pussy,-100
pussy fart   ,-100
pussy palace   ,-100
pussys ,-100
queaf   ,-100
queer,-100
rectum,-100
retard,-100
rimjaw,-100
rimming,-100
s hit,-100
s.o.b.,-100
s_h_i_t,-100
sadism,-100
sadist,-100
sandbar   ,-100
sausage queen   ,-100
schlong,-100
screwing,-100
scroat,-100
scrote,-100
scrotum,-100
semen,-100
sex,-100
sh!+,-100
sh!t,-100
sh1t,-100
shag,-100
shagger,-100
shaggin,-100
shagging,-100
shemale,-100
shi+,-100
shit,-100
shit fucker   ,-100
shitdick,-100
shite,-100
shited,-100
shitey,-100
shitfuck,-100
shitfull,-100
shithead,-100
shiting,-100
shitings,-100
shits,-100
shitted,-100
shitter,-100
shitters ,-100
shitting,-100
shittings,-100
shitty ,-100
skank,-100
slope   ,-100
slut,-100
slut bucket   ,-100
sluts,-100
smegma,-100
smut,-100
snatch,-100
son-of-a-bitch,-100
spac,-100
spunk,-100
t1tt1e5,-100
t1tties,-100
teets,-100
teez,-100
testical,-100
testicle,-100
tit,-100
tit wank   ,-100
titfuck,-100
tits,-100
titt,-100
tittie5,-100
tittiefucker,-100
titties,-100
tittyfuck,-100
tittywank,-100
titwank,-100
tosser,-100
turd,-100
tw4t,-100
twat,-100
twathead,-100
twatty,-100
twunt,-100
twunter,-100
v14gra,-100
v1gra,-100
vagina,-100
viagra,-100
vulva,-100
w00se,-100
wang,-100
wank,-100
wanker,-100
wanky,-100
whoar,-100
whore,-100
willies,-100
willy,-100
wtf,-100
xrated,-100
xxx,-100
